,time_measured,wind_speed_measured,wind_gust_measured,wind_direction_measured,wind_direction_degree_measured
0,2025-03-01 00:00:01,6.0,9.6,NE,45
1,2025-03-01 00:05:00,6.0,9.6,NE,46
2,2025-03-01 00:10:00,7.0,9.5,NE,47
3,2025-03-01 00:15:00,7.0,10.5,NE,47
4,2025-03-01 00:20:00,7.0,10.5,NE,48
5,2025-03-01 00:25:00,6.0,10.5,NE,49
6,2025-03-01 00:30:00,7.0,10.5,NE,48
7,2025-03-01 00:35:00,7.0,10.5,NE,48
8,2025-03-01 00:40:00,7.0,9.5,NE,49
9,2025-03-01 00:45:00,6.0,9.5,NE,50
10,2025-03-01 00:50:00,6.0,9.5,NE,52
11,2025-03-01 00:55:00,6.0,8.7,NE,53
12,2025-03-01 01:00:00,7.0,9.5,NE,55
13,2025-03-01 01:05:00,7.0,10.5,NE,55
14,2025-03-01 01:10:00,7.0,11.3,NE,54
15,2025-03-01 01:15:00,7.0,11.3,NE,53
16,2025-03-01 01:20:00,6.0,9.5,NE,56
17,2025-03-01 01:25:01,7.0,10.5,ENE,59
18,2025-03-01 01:30:00,7.0,10.5,ENE,62
19,2025-03-01 01:35:00,7.8,11.3,ENE,65
20,2025-03-01 01:40:00,8.7,11.3,ENE,65
21,2025-03-01 01:45:01,8.7,11.3,ENE,64
22,2025-03-01 01:50:00,7.8,11.3,ENE,64
23,2025-03-01 01:55:01,7.8,11.3,ENE,65
24,2025-03-01 02:00:01,7.8,11.3,ENE,63
25,2025-03-01 02:05:01,8.7,11.3,ENE,61
26,2025-03-01 02:10:00,7.8,11.3,ENE,64
27,2025-03-01 02:15:00,9.5,15.6,ENE,71
28,2025-03-01 02:20:00,11.3,15.6,ENE,75
29,2025-03-01 02:25:00,12.2,15.6,ENE,74
30,2025-03-01 02:30:00,13.0,16.5,E,79
31,2025-03-01 02:35:00,14.0,16.5,E,83
32,2025-03-01 02:40:00,14.0,16.5,E,84
33,2025-03-01 02:45:00,14.0,16.5,E,85
34,2025-03-01 02:50:00,14.0,16.5,E,88
35,2025-03-01 02:55:00,14.0,16.5,E,93
36,2025-03-01 03:00:02,14.0,16.5,E,94
37,2025-03-01 03:05:02,14.0,13.0,E,94
38,2025-03-01 07:30:02,14.0,15.6,ENE,60
39,2025-03-01 07:35:01,9.5,15.6,ENE,61
40,2025-03-01 07:40:01,9.5,13.0,ENE,60
41,2025-03-01 07:45:01,8.7,13.0,ENE,61
42,2025-03-01 07:50:01,9.5,14.8,ENE,64
43,2025-03-01 07:55:00,10.5,14.8,ENE,65
44,2025-03-01 08:00:01,10.5,14.0,ENE,64
45,2025-03-01 08:05:01,10.5,15.6,ENE,64
46,2025-03-01 08:10:01,10.5,15.6,ENE,65
47,2025-03-01 08:15:02,10.5,15.6,ENE,65
48,2025-03-01 08:20:01,11.3,15.6,ENE,66
49,2025-03-01 08:25:01,11.3,15.6,ENE,67
50,2025-03-01 08:30:01,11.3,16.5,ENE,68
51,2025-03-01 08:35:01,12.2,18.3,ENE,66
52,2025-03-01 08:40:01,13.0,18.3,ENE,65
53,2025-03-01 08:45:01,13.0,17.3,ENE,66
54,2025-03-01 08:50:01,14.0,17.3,ENE,67
55,2025-03-01 08:55:01,14.0,18.3,ENE,68
56,2025-03-01 09:00:00,14.0,19.1,ENE,68
57,2025-03-01 09:05:01,14.8,19.1,ENE,68
58,2025-03-01 09:10:01,14.0,19.1,ENE,70
59,2025-03-01 09:15:01,14.0,18.3,ENE,73
60,2025-03-01 09:20:01,14.0,18.3,ENE,72
61,2025-03-01 09:25:01,13.0,17.3,ENE,70
62,2025-03-01 09:30:01,13.0,17.3,ENE,71
63,2025-03-01 09:35:01,13.0,17.3,ENE,73
64,2025-03-01 09:40:01,13.0,17.3,ENE,74
65,2025-03-01 09:45:01,14.0,16.5,ENE,73
66,2025-03-01 09:50:02,14.8,17.3,ENE,74
67,2025-03-01 09:55:01,14.8,18.3,ENE,74
68,2025-03-01 10:00:02,14.8,19.1,ENE,73
69,2025-03-01 10:05:01,14.8,19.1,ENE,74
70,2025-03-01 10:10:01,14.8,19.1,ENE,73
71,2025-03-01 10:15:01,14.8,20.0,ENE,73
72,2025-03-01 10:20:01,15.6,20.0,ENE,73
73,2025-03-01 10:25:01,14.8,19.1,ENE,75
74,2025-03-01 10:30:01,14.8,18.3,ENE,76
75,2025-03-01 10:35:00,14.8,19.1,ENE,75
76,2025-03-01 10:40:01,15.6,19.1,ENE,74
77,2025-03-01 10:45:01,15.6,19.1,ENE,75
78,2025-03-01 10:50:01,14.8,18.3,ENE,76
79,2025-03-01 10:55:01,15.6,19.1,ENE,75
