time_measured,wind_speed_measured,wind_gust_measured,wind_direction_measured,wind_direction_degree_measured
2025-10-01 00:05:00,6.0,8.7,N,354
2025-10-01 00:10:00,5.2,7.8,N,356
2025-10-01 00:15:00,5.2,8.7,N,359
2025-10-01 00:20:01,6.0,8.7,N,0
2025-10-01 00:25:00,6.0,7.8,N,359
2025-10-01 00:30:00,6.0,8.7,N,4
2025-10-01 00:35:01,7.0,9.5,N,6
2025-10-01 00:40:01,7.8,12.2,N,7
2025-10-01 00:45:01,7.0,12.2,NNE,14
2025-10-01 00:50:00,7.0,9.5,NNE,16
2025-10-01 00:55:00,7.0,9.5,NNE,15
2025-10-01 01:00:00,7.0,9.5,NNE,18
2025-10-01 01:05:00,7.0,10.5,NNE,20
2025-10-01 01:10:00,7.0,10.5,NNE,19
2025-10-01 01:15:00,7.0,9.5,NNE,18
2025-10-01 01:20:00,6.0,9.5,NNE,21
2025-10-01 01:25:00,6.0,8.7,NNE,26
2025-10-01 01:30:00,6.0,9.5,NNE,30
2025-10-01 01:35:00,5.2,9.5,NNE,29
2025-10-01 01:40:00,4.3,7.8,NNE,27
2025-10-01 01:45:00,5.2,9.5,NNE,26
2025-10-01 01:50:00,6.0,9.5,NNE,27
2025-10-01 01:55:01,6.0,9.5,NNE,29
2025-10-01 02:00:00,6.0,9.5,NNE,33
2025-10-01 02:05:00,6.0,8.7,NNE,30
2025-10-01 02:10:00,5.2,8.7,NNE,23
2025-10-01 02:15:00,6.0,8.7,NNE,19
2025-10-01 02:20:01,6.0,8.7,NNE,19
2025-10-01 02:25:01,5.2,7.8,NNE,21
2025-10-01 02:30:02,4.3,7.8,NNE,23
2025-10-01 02:35:02,4.3,7.8,NNE,23
2025-10-01 02:40:01,4.3,7.0,NNE,19
2025-10-01 02:45:01,5.2,8.7,NNE,17
2025-10-01 02:50:01,6.0,8.7,NNE,18
2025-10-01 02:55:02,6.0,8.7,NNE,19
2025-10-01 03:00:01,6.0,8.7,NNE,14
2025-10-01 03:05:01,7.0,8.7,NNE,13
2025-10-01 03:10:01,7.0,8.7,NNE,15
2025-10-01 03:15:00,6.0,8.7,NNE,15
2025-10-01 03:20:01,6.0,9.5,NNE,14
2025-10-01 03:25:01,7.0,9.5,NNE,12
2025-10-01 03:30:00,7.0,10.5,NNE,14
2025-10-01 03:35:01,7.8,10.5,NNE,19
2025-10-01 03:40:00,7.0,10.5,NNE,22
2025-10-01 03:45:01,7.0,10.5,NNE,25
2025-10-01 03:50:01,7.8,10.5,NNE,25
2025-10-01 03:55:00,7.8,10.5,NNE,23
2025-10-01 04:00:01,7.8,10.5,NNE,22
2025-10-01 04:05:02,7.8,10.5,NNE,21
2025-10-01 04:10:01,7.8,10.5,NNE,23
2025-10-01 04:15:01,7.8,12.2,NNE,27
2025-10-01 04:20:01,7.8,12.2,NNE,25
2025-10-01 04:25:02,7.8,9.5,NNE,22
2025-10-01 04:30:02,7.8,10.4,NNE,21
2025-10-01 04:35:02,7.8,10.4,NNE,18
2025-10-01 04:40:01,7.0,10.5,N,11
2025-10-01 04:45:01,7.0,10.5,N,3
2025-10-01 04:50:00,7.0,9.5,N,5
2025-10-01 04:55:00,7.0,9.5,N,11
2025-10-01 05:00:00,7.8,9.5,NNE,12
2025-10-01 05:05:00,7.0,9.5,NNE,14
2025-10-01 05:10:00,7.0,9.5,NNE,14
2025-10-01 05:15:00,7.0,9.5,N,10
2025-10-01 05:20:00,7.8,9.5,N,10
2025-10-01 05:25:00,7.8,9.5,NNE,15
2025-10-01 05:30:00,7.8,9.5,NNE,20
2025-10-01 05:35:00,7.0,9.5,NNE,22
2025-10-01 05:40:00,7.0,8.7,NNE,21
2025-10-01 05:45:00,7.0,10.5,NNE,21
2025-10-01 05:50:00,7.8,10.5,NNE,22
2025-10-01 05:55:00,7.8,10.5,NNE,22
2025-10-01 06:00:00,8.7,12.2,NNE,22
2025-10-01 06:05:00,9.5,12.2,NNE,23
2025-10-01 06:10:00,9.5,13.0,NNE,23
2025-10-01 06:15:00,8.7,13.0,NNE,25
2025-10-01 06:20:01,8.7,12.2,NNE,26
2025-10-01 06:25:00,7.8,13.0,NNE,26
2025-10-01 06:30:00,8.7,13.0,NNE,28
2025-10-01 06:35:00,8.7,12.2,NNE,29
2025-10-01 06:40:00,7.8,12.2,NNE,28
2025-10-01 06:45:00,8.7,11.3,NNE,27
2025-10-01 06:50:00,8.7,11.3,NNE,23
2025-10-01 06:55:00,8.7,11.3,NNE,20
2025-10-01 07:00:00,8.7,12.2,NNE,20
2025-10-01 07:05:00,9.5,12.2,NNE,20
2025-10-01 07:10:00,9.5,12.2,NNE,20
2025-10-01 07:15:00,9.5,12.2,NNE,21
2025-10-01 07:20:00,9.5,12.2,NNE,22
2025-10-01 07:25:00,9.5,12.2,NNE,20
2025-10-01 07:30:00,9.5,14.0,NNE,21
2025-10-01 07:35:00,8.7,14.0,NNE,24
2025-10-01 07:40:00,9.5,11.3,NNE,26
2025-10-01 07:45:00,9.5,11.3,NNE,27
2025-10-01 07:50:01,8.7,11.3,NNE,26
2025-10-01 07:55:01,7.8,11.3,NNE,25
2025-10-01 08:00:01,7.8,10.5,NNE,27
2025-10-01 08:05:00,7.8,10.5,NNE,30
2025-10-01 08:10:00,7.8,10.5,NNE,30
2025-10-01 08:15:01,7.8,12.2,NNE,32
2025-10-01 08:20:00,7.8,12.2,NE,34
2025-10-01 08:25:00,8.7,12.2,NNE,30
2025-10-01 08:30:00,8.7,12.2,NNE,31
2025-10-01 08:35:01,8.7,13.0,NE,34
2025-10-01 08:40:00,8.7,13.0,NNE,32
2025-10-01 08:45:00,8.7,13.0,NNE,28
