,time_measured,wind_speed_measured,wind_gust_measured,wind_direction_measured,wind_direction_degree_measured
0,2024-12-01 00:30:01,0.0,0.0,NNE,30
1,2024-12-01 00:35:00,0.0,0.0,NNE,15
2,2024-12-01 00:40:00,0.0,0.0,N,359
3,2024-12-01 00:45:00,0.0,0.0,NNW,346
4,2024-12-01 00:50:00,0.0,0.0,N,7
5,2024-12-01 00:55:00,0.0,0.0,NNE,28
6,2024-12-01 01:00:00,0.0,0.0,NNE,29
7,2024-12-01 01:05:00,0.0,0.0,NNE,29
8,2024-12-01 01:10:01,0.0,0.0,NNE,32
9,2024-12-01 01:15:01,0.0,0.0,ENE,62
10,2024-12-01 01:20:01,0.0,0.0,ESE,102
11,2024-12-01 01:25:01,0.0,0.0,E,90
12,2024-12-01 01:30:00,0.0,0.0,NE,43
13,2024-12-01 01:35:02,0.0,0.0,NNE,31
14,2024-12-01 01:40:02,0.0,0.0,NE,34
15,2024-12-01 01:45:02,0.0,0.0,NE,34
16,2024-12-01 08:10:01,0.0,0.0,NW,320
17,2024-12-01 08:15:01,0.0,0.0,NW,322
18,2024-12-01 08:20:00,0.0,0.0,NW,321
19,2024-12-01 08:25:00,0.0,0.0,NW,312
20,2024-12-01 08:30:01,0.0,0.0,NW,304
21,2024-12-01 08:35:00,0.0,4.3,NW,312
22,2024-12-01 08:40:00,0.0,4.3,NW,320
23,2024-12-01 08:45:00,0.0,0.0,NW,316
24,2024-12-01 08:50:00,0.0,0.0,NW,307
25,2024-12-01 08:55:00,0.0,7.0,NW,310
26,2024-12-01 09:00:00,1.8,7.8,NW,319
27,2024-12-01 09:05:00,3.5,7.8,NW,320
28,2024-12-01 09:10:00,4.3,7.8,NW,320
29,2024-12-01 09:15:00,4.3,7.8,NW,321
30,2024-12-01 09:20:00,3.5,7.8,NW,323
31,2024-12-01 09:25:00,3.5,9.6,NW,325
32,2024-12-01 09:30:00,2.5,9.6,NW,323
33,2024-12-01 09:35:01,1.8,7.8,NW,321
34,2024-12-01 09:40:00,0.8,7.8,NW,322
35,2024-12-01 09:45:00,0.8,7.0,NW,324
36,2024-12-01 09:50:00,0.0,6.0,NW,321
37,2024-12-01 09:55:00,0.0,0.0,NW,326
38,2024-12-01 10:00:01,0.0,0.0,NNW,330
39,2024-12-01 10:05:01,0.0,0.0,NNW,329
40,2024-12-01 10:10:01,0.0,7.0,NNW,332
41,2024-12-01 10:15:00,0.8,7.0,NNW,331
42,2024-12-01 10:20:00,0.0,7.0,NW,325
43,2024-12-01 10:25:00,0.0,0.0,NW,324
44,2024-12-01 10:30:00,0.0,0.0,NW,326
45,2024-12-01 10:35:00,0.0,0.0,NW,318
46,2024-12-01 10:40:00,0.0,0.0,NW,312
47,2024-12-01 10:45:00,0.0,0.0,NW,315
48,2024-12-01 10:50:00,0.0,0.0,NW,316
49,2024-12-01 10:55:00,0.0,0.0,NW,321
50,2024-12-01 11:00:00,0.0,0.0,NW,319
51,2024-12-01 11:05:00,0.0,0.9,NW,317
52,2024-12-01 11:10:01,0.0,4.3,NW,325
