time_measured,wind_speed_measured,wind_gust_measured,wind_direction_measured,wind_direction_degree_measured
2026-01-01 00:05:00,0.8,1.8,NNE,17
2026-01-01 00:10:00,0.8,1.8,NE,36
2026-01-01 00:15:00,0.8,1.8,NNE,30
2026-01-01 00:20:00,1.8,1.8,NNW,341
2026-01-01 00:25:00,1.8,2.5,NW,323
2026-01-01 00:30:00,2.5,2.5,NW,317
2026-01-01 00:35:00,2.5,2.5,NNW,333
2026-01-01 00:40:00,1.8,2.5,NNW,343
2026-01-01 00:45:01,2.5,3.5,NNW,332
2026-01-01 00:50:00,2.5,3.5,NNW,331
2026-01-01 00:55:01,2.5,2.5,NNW,341
2026-01-01 01:00:01,2.5,3.5,N,349
2026-01-01 01:05:00,1.8,3.5,NNW,341
2026-01-01 01:10:01,2.5,2.5,NNW,337
2026-01-01 01:15:00,2.5,2.5,NNW,345
2026-01-01 01:20:01,1.8,2.5,N,351
2026-01-01 01:25:01,1.8,2.6,N,352
2026-01-01 01:30:00,1.8,2.6,N,6
2026-01-01 01:35:00,1.8,2.5,NNE,13
2026-01-01 01:40:00,1.8,2.5,N,350
2026-01-01 01:45:00,2.5,2.5,NNW,338
2026-01-01 01:50:00,1.8,2.5,NNW,343
2026-01-01 01:55:00,1.8,2.6,NNW,344
2026-01-01 02:00:00,1.8,2.6,NNW,344
2026-01-01 02:05:00,1.8,2.5,NNW,345
2026-01-01 02:10:00,1.8,2.5,NNW,345
2026-01-01 02:15:00,1.8,2.5,NNW,339
2026-01-01 02:20:01,2.5,2.5,NNW,335
2026-01-01 02:25:00,2.5,3.5,NNW,336
2026-01-01 02:30:00,2.5,3.5,NNW,337
2026-01-01 02:35:01,2.5,3.5,NNW,337
2026-01-01 02:40:01,2.5,3.5,NNW,334
2026-01-01 02:45:01,3.5,3.5,NNW,333
2026-01-01 02:50:01,2.5,3.5,NNW,336
2026-01-01 02:55:02,3.5,3.5,NNW,339
2026-01-01 03:00:01,3.5,3.5,NNW,334
2026-01-01 03:05:01,3.5,3.5,NNW,332
2026-01-01 03:10:01,3.5,3.5,NNW,335
2026-01-01 03:15:01,3.5,3.5,NNW,338
2026-01-01 03:20:01,2.5,3.5,NNW,338
2026-01-01 03:25:02,2.5,3.5,NNW,340
2026-01-01 03:30:02,2.5,3.5,NNW,340
2026-01-01 03:35:01,2.5,3.5,NNW,333
2026-01-01 03:40:02,2.5,3.5,NNW,328
2026-01-01 03:45:02,2.5,3.5,NNW,329
2026-01-01 03:50:00,2.5,3.5,NNW,332
2026-01-01 03:55:01,2.5,3.5,NNW,337
2026-01-01 04:00:00,1.8,2.5,NNW,341
2026-01-01 04:05:01,1.8,2.5,NNW,341
2026-01-01 04:10:02,1.8,2.5,NNW,346
2026-01-01 04:15:01,1.8,2.5,N,352
2026-01-01 04:20:02,1.8,2.5,N,357
2026-01-01 04:25:01,1.8,2.5,N,0
2026-01-01 04:30:02,1.8,1.8,N,0
2026-01-01 04:35:02,1.8,1.8,N,0
2026-01-01 04:40:01,1.8,2.6,N,354
2026-01-01 04:45:01,1.8,3.5,NNW,344
2026-01-01 04:50:01,2.5,3.5,NNW,343
2026-01-01 04:55:02,2.5,3.5,NNW,347
2026-01-01 05:00:01,2.5,3.5,N,351
2026-01-01 05:05:01,2.5,3.5,N,350
2026-01-01 05:10:01,2.5,3.5,NNW,347
2026-01-01 05:15:01,3.5,3.5,NNW,346
2026-01-01 05:20:00,3.5,3.5,NNW,344
2026-01-01 05:25:01,2.5,3.5,NNW,345
2026-01-01 05:30:00,2.5,3.5,NNW,342
2026-01-01 05:35:01,2.5,3.5,NNW,341
2026-01-01 05:40:02,1.8,2.5,NNW,342
2026-01-01 05:45:02,1.8,2.5,NNW,341
2026-01-01 05:50:02,1.8,2.5,NNW,338
2026-01-01 05:55:02,2.5,2.5,NNW,333
